Lab Code,Species,lipid,c12.0,c13.0,Iso14,c14.0,c14.1w9,c14.1w7,c14.1w5,Iso15,Anti15,c15.0,c15.1w8,c15.1w6,Iso16,c16.0,c16.1w11,c16.1w9,c16.1w7,c7Me16.0,c16.1w5,c16.2w6,Iso17,c16.2w4,c16.3w6,c17.0,c16.3w4,c17.1,c16.3w1,c16.4w3,c16.4w1,c18.0,c18.1w13,c18.1w11,c18.1w9,c18.1w7,c18.1w5,"c18.2d5,11",c18.2w7,c18.2w6,c18.2w4,c18.3w6,c18.3w4,c18.3w3,c18.3w1,c18.4w3,c18.4w1,c20.0,c20.1w11,c20.1w9,c20.1w7,c20.2w9,c20.2w6,c20.3w6,c20.4w6,c20.3w3,c20.4w3,c20.5w3,c22.1w11,c22.1w9,c22.1w7,c22.2w6,c21.5w3,c22.4w6,c22.5w6,c22.4w3,c22.5w3,c22.6w3,c24.1w9
P009,pollock,8.44,0.02,0.02,0.02,6.21,0.19,0.02,0.14,0.16,0.04,0.23,0.02,0.01,0.06,9.26,0.31,0.11,5.94,0.29,0.04,0.11,0.1,0.17,0.63,0.07,0.52,0.08,0,0.09,1.27,1.11,0.25,2.34,3.98,1.96,0.58,0.03,0.02,0.54,0.2,0.11,0.06,0.43,0.07,2.41,0.36,0.11,14.85,4.98,0.2,0.15,0.16,0.03,0.22,0.04,0.49,11.9,14.61,0.92,0.23,0.02,0.48,0.02,0.05,0.05,1.24,8.24,0.51
P010,pollock,7.12,0.02,0.01,0.02,3.79,0.13,0.03,0.09,0.2,0.03,0.24,0.01,0.01,0.12,11.81,0.3,0.17,5.94,0.24,0.04,0.09,0.14,0.19,0.41,0.11,0.34,0.14,0,0.13,0.59,2.69,0.16,1.41,9.7,4.42,0.47,0.05,0.05,0.83,0.21,0.13,0.06,0.51,0.06,2.43,0.25,0.09,7.44,5.55,0.25,0.14,0.2,0.04,0.35,0.06,0.52,13.29,10.06,1.14,0.25,0.02,0.53,0.03,0.06,0.04,1.07,9.65,0.51
P011,pollock,6.1,0.03,0.02,0.02,4.84,0.17,0.03,0.11,0.14,0.03,0.24,0.02,0.01,0.08,12.8,0.26,0.12,7.62,0.26,0.04,0.09,0.1,0.16,0.63,0.07,0.41,0.09,0,0.1,0.94,2.09,0.16,1.69,9.18,4.05,0.38,0.03,0.04,0.55,0.19,0.11,0.06,0.34,0.06,1.74,0.28,0.07,6.8,5.64,0.22,0.07,0.17,0.04,0.29,0.05,0.43,14.71,8.37,0.77,0.19,0.01,0.55,0.02,0.06,0.05,1.21,9.59,0.44
P012,pollock,7.2,0.02,0.01,0.01,4.62,0.15,0.02,0.08,0.13,0.02,0.22,0.01,0.01,0.07,11.04,0.32,0.14,5.67,0.25,0.04,0.09,0.11,0.2,0.53,0.13,0.42,0.12,0,0.11,0.95,2.45,0.21,2.04,7.29,3.45,0.54,0.05,0.03,0.61,0.25,0.11,0.06,0.46,0.08,2.13,0.31,0.09,9.84,4.89,0.21,0.11,0.2,0.04,0.32,0.07,0.52,14.31,9.89,0.72,0.18,0.01,0.57,0.02,0.06,0.05,1.31,10.66,0.46
P013,pollock,7.17,0.02,0.01,0.01,4.22,0.13,0.03,0.1,0.14,0.02,0.23,0.01,0.01,0.08,11.95,0.27,0.13,6.29,0.23,0.04,0.08,0.12,0.15,0.51,0.1,0.36,0.13,0,0.11,0.79,2.45,0.17,1.5,10.16,4.56,0.46,0.05,0.04,0.66,0.24,0.12,0.06,0.47,0.06,2.04,0.22,0.08,8.26,4.88,0.2,0.09,0.2,0.04,0.31,0.07,0.5,15.31,7.85,0.61,0.14,0.02,0.57,0.02,0.06,0.04,1.15,9.82,0.39
P014,pollock,5.96,0.02,0.02,0.03,5.04,0.16,0.02,0.09,0.23,0.05,0.25,0.02,0,0.1,9.19,0.34,0.13,4.95,0.28,0.04,0.1,0.12,0.22,0.45,0.09,0.41,0.1,0,0.12,0.81,1.52,0.2,1.98,4.3,2.21,0.48,0.04,0.03,0.68,0.17,0.13,0.06,0.54,0.08,2.87,0.29,0.1,11.52,4.73,0.23,0.16,0.19,0.04,0.33,0.06,0.6,12.78,15.72,1.35,0.32,0.02,0.49,0.02,0.06,0.05,1.31,10.36,0.7
P015,pollock,4.6,0.02,0.01,0.01,4.61,0.14,0.02,0.1,0.14,0.02,0.23,0.01,0.01,0.08,13,0.26,0.14,6.63,0.26,0.06,0.07,0.11,0.18,0.57,0.09,0.34,0.12,0,0.11,0.65,2.5,0.13,1.35,9.52,4.3,0.35,0.04,0.04,0.62,0.17,0.11,0.05,0.44,0.06,1.61,0.19,0.07,7.74,4.1,0.2,0.06,0.2,0.04,0.37,0.07,0.45,14.23,8.43,0.72,0.19,0.02,0.51,0.02,0.08,0.04,1.12,11.32,0.58
P016,pollock,6.72,0.02,0.02,0.03,4.17,0.15,0.02,0.08,0.22,0.04,0.26,0.02,0.01,0.09,8.51,0.36,0.13,5.17,0.24,0.07,0.1,0.12,0.25,0.45,0.11,0.44,0.12,0,0.12,0.84,1.89,0.18,2,5.38,2.46,0.55,0.05,0.02,0.66,0.21,0.13,0.07,0.44,0.09,2.15,0.33,0.08,9.9,6.35,0.27,0.21,0.21,0.05,0.36,0.07,0.59,13.35,14.64,1.9,0.4,0.03,0.53,0.02,0.07,0.05,1.31,9.98,0.89
P017,pollock,6.15,0.02,0.01,0.02,3.39,0.14,0.03,0.09,0.16,0.02,0.24,0.01,0.01,0.09,10.58,0.28,0.18,6.8,0.26,0.04,0.08,0.13,0.2,0.46,0.13,0.32,0.16,0,0.12,0.61,2.63,0.15,1.87,9.6,4.44,0.51,0.06,0.03,0.67,0.23,0.13,0.06,0.47,0.07,2.29,0.19,0.07,7.14,6.64,0.19,0.1,0.2,0.04,0.33,0.06,0.55,13.22,8.61,0.71,0.16,0.02,0.47,0.02,0.07,0.05,1.25,11.77,0.44
P520           ,sandlance,5.15,0.11,0.03,0.05,6.24,0.49,0.04,0.08,0.37,0.13,0.35,0.02,0.01,0.18,20.47,0.41,0.13,5.05,0.18,0.13,0.1,0.21,0.41,0.48,0.2,0.44,0.17,0,0.19,0.96,2.68,0.17,0.05,11.54,2.71,0.54,0.07,0.04,1.17,0.26,0.12,0.08,0.95,0.18,3.2,0.21,0.12,0.82,1.31,0.28,0.07,0.28,0.04,0.51,0.09,0.57,16.18,1.44,0.29,0.2,0.02,0.57,0.06,0.13,0.05,0.95,13.5,1.01
P521           ,sandlance,8.2,0.09,0.03,0.06,6.04,0.48,0.05,0.07,0.52,0.15,0.41,0.03,0.01,0.2,22.53,0.44,0.17,4.75,0.18,0.17,0.09,0.23,0.42,0.35,0.25,0.33,0.2,0,0.22,0.55,2.47,0.2,0,13.19,2.5,0.6,0.08,0.04,1.96,0.21,0.12,0.08,1.42,0.18,4.05,0.15,0.1,0.28,0.49,0.3,0.06,0.39,0.05,0.48,0.11,0.66,14.93,0.27,0.21,0.18,0.04,0.45,0.04,0.12,0.04,0.79,12.75,1.11
P522           ,sandlance,5.48,0.15,0.04,0.06,5.87,0.42,0.07,0.05,0.36,0.12,0.42,0.02,0.01,0.2,23.77,0.49,0.15,6.22,0.2,0.15,0.09,0.23,0.45,0.45,0.34,0.37,0.19,0,0.19,0.72,3.23,0.07,0.14,10.36,2.85,0.48,0.07,0.03,1.21,0.27,0.15,0.08,1.17,0.2,3.21,0.19,0.12,0.22,0.68,0.35,0.07,0.31,0.06,0.62,0.11,0.65,15.55,0.16,0.21,0.21,0.03,0.47,0.06,0.15,0.08,0.98,12.34,1.08
P523           ,sandlance,7.25,0.21,0.05,0.08,7.12,0.44,0.07,0.07,0.48,0.15,0.51,0.03,0.01,0.22,24.49,0.6,0.16,5.87,0.21,0.12,0.09,0.26,0.47,0.4,0.39,0.35,0.21,0,0.22,0.61,3.41,0.27,0.04,10.92,2.9,0.55,0.1,0.04,1.39,0.2,0.16,0.06,1.12,0.19,3.06,0.14,0.15,0.87,0.79,0.53,0.06,0.36,0.06,0.61,0.11,0.58,12.44,0.88,0.28,0.24,0.04,0.38,0.07,0.13,0.06,0.76,11.03,1.15
P524           ,sandlance,7.66,0.12,0.03,0.05,6.22,0.46,0.05,0.08,0.36,0.12,0.38,0.02,0.01,0.17,22.9,0.46,0.13,6.17,0.19,0.18,0.1,0.23,0.36,0.54,0.23,0.41,0.18,0,0.18,0.81,2.82,0.06,0.14,11.63,3.14,0.51,0.07,0.04,1.39,0.26,0.14,0.08,1.08,0.16,3,0.18,0.1,0.33,0.56,0.36,0.06,0.32,0.05,0.54,0.08,0.54,15.95,0.45,0.29,0.21,0.03,0.53,0.05,0.12,0.04,0.83,11.75,1.05
P525           ,sandlance,6.83,0.14,0.04,0.06,6.93,0.52,0.04,0.06,0.39,0.12,0.4,0.03,0.01,0.07,24.12,0.45,0.13,5.26,0.19,0.21,0.1,0.19,0.37,0.43,0.28,0.41,0.2,0,0.23,0.81,2.97,0.09,0.06,10.79,2.37,0.56,0.07,0.03,1.1,0.25,0.12,0.07,0.93,0.21,2.8,0.2,0.12,0.77,2.11,0.29,0.05,0.25,0.04,0.45,0.07,0.5,13.1,1.82,0.34,0.21,0.03,0.45,0.03,0.12,0.05,0.82,12.31,1.32
P526           ,sandlance,6.52,0.21,0.04,0.07,6.4,0.48,0.08,0.07,0.47,0.16,0.49,0.02,0.01,0.18,24.88,0.55,0.16,5.87,0.21,0.13,0.08,0.27,0.48,0.4,0.36,0.33,0.21,0,0.22,0.62,3.43,0.25,0.03,10.69,2.91,0.51,0.1,0.04,1.28,0.22,0.15,0.06,1.11,0.2,3.14,0.15,0.13,0.31,0.65,0.43,0.08,0.34,0.06,0.51,0.11,0.62,13.53,0.24,0.25,0.24,0.04,0.42,0.07,0.14,0.07,0.84,12.05,1.13
P527           ,sandlance,7.2,0.14,0.04,0.06,6.44,0.36,0.06,0.07,0.39,0.13,0.42,0.02,0.01,0.05,20.84,0.42,0.13,5.34,0.22,0.18,0.1,0.21,0.4,0.46,0.31,0.41,0.2,0,0.2,0.85,2.74,0.18,0.05,8.99,2.46,0.49,0.07,0.04,1.32,0.24,0.17,0.07,1.19,0.18,4.07,0.18,0.16,1.78,0.8,0.33,0.07,0.34,0.05,0.57,0.1,0.6,15.42,1.66,0.27,0.22,0.04,0.51,0.07,0.14,0.06,0.92,13.91,1.15
P528           ,sandlance,5.46,0.15,0.04,0.06,5.77,0.39,0.07,0.06,0.37,0.13,0.43,0.02,0.01,0.07,21.84,0.49,0.16,5.85,0.21,0.15,0.09,0.24,0.51,0.44,0.37,0.38,0.2,0,0.19,0.75,3.52,0.22,0.03,9.84,2.78,0.48,0.08,0.03,1.31,0.24,0.16,0.07,1.15,0.22,3.2,0.16,0.13,0.3,0.62,0.51,0.08,0.36,0.07,0.72,0.11,0.66,15.82,0.22,0.23,0.22,0.04,0.49,0.11,0.17,0.07,1.08,14.07,1.11
P529           ,sandlance,6.6,0.14,0.04,0.06,6.23,0.52,0.05,0.05,0.19,0.13,0.41,0.02,0.01,0.06,23.72,0.48,0.14,5.88,0.21,0.14,0.1,0.23,0.46,0.45,0.3,0.29,0.29,0,0.21,0.79,3.02,0.1,0.02,10.69,2.66,0.51,0.08,0.03,1.2,0.28,0.16,0.08,1.16,0.21,3.37,0.2,0.13,0.32,0.56,0.31,0.06,0.31,0.05,0.57,0.1,0.6,15.28,0.29,0.23,0.21,0.03,0.47,0.05,0.15,0.06,0.89,12.91,1.12
P530           ,sandlance,6.69,0.25,0.05,0.08,7.19,0.49,0.1,0.07,0.51,0.17,0.49,0.02,0.01,0.06,26.68,0.55,0.15,6.19,0.21,0.14,0.09,0.27,0.47,0.41,0.34,0.36,0.21,0,0.22,0.64,3.44,0.1,0.04,10.98,2.95,0.58,0.13,0.04,1.22,0.23,0.15,0.06,0.94,0.2,2.55,0.17,0.12,0.57,0.71,0.39,0.05,0.29,0.05,0.45,0.09,0.5,12.08,0.45,0.23,0.26,0.03,0.37,0.06,0.12,0.06,0.71,10.97,1.24
P531           ,sandlance,3.29,0.12,0.03,0.04,3.76,0.4,0.04,0.03,0.27,0.09,0.36,0.01,0,0.17,21.41,0.47,0.14,3.9,0.2,0.29,0.06,0.23,0.64,0.26,0.43,0.22,0.18,0,0.21,0.36,4.51,0.22,0.02,8.64,2.93,0.42,0.09,0.04,1.21,0.2,0.15,0.05,1.11,0.26,2.69,0.12,0.12,0.22,0.6,0.3,0.11,0.33,0.06,0.86,0.12,0.73,15.62,0.14,0.18,0.2,0.03,0.38,0.08,0.23,0.09,1.18,20.1,1.41
P532           ,sandlance,2.92,0.14,0.03,0.04,3.38,0.34,0.03,0.03,0.25,0.09,0.37,0.01,0,0.17,20.19,0.49,0.13,3.2,0.19,0.29,0.05,0.19,0.67,0.21,0.45,0.2,0.18,0,0.23,0.33,4.57,0.24,0.03,7.86,2.75,0.4,0.07,0.04,1.23,0.17,0.15,0.05,1.21,0.28,3.16,0.09,0.15,0.21,0.69,0.34,0.11,0.36,0.06,0.93,0.14,0.89,15.62,0.1,0.16,0.2,0.11,0.41,0.09,0.25,0.11,1.28,22.34,1.35
P533           ,sandlance,3,0.13,0.03,0.03,3.23,0.32,0.03,0.03,0.26,0.09,0.37,0.01,0,0.15,19.03,0.5,0.14,3.07,0.21,0.32,0.05,0.17,0.7,0.21,0.43,0.2,0.18,0,0.21,0.32,4.2,0.22,0.03,7.29,2.67,0.37,0.06,0.04,1.28,0.16,0.17,0.05,1.29,0.29,3.34,0.09,0.16,0.18,0.68,0.3,0.15,0.38,0.06,0.95,0.15,0.98,15.91,0.11,0.18,0.21,0.12,0.43,0.08,0.26,0.12,1.26,24.01,1.46
P534           ,sandlance,3.76,0.12,0.03,0.04,3.29,0.37,0.03,0.03,0.25,0.09,0.36,0.01,0,0.18,21.09,0.5,0.14,2.93,0.19,0.21,0.04,0.15,0.72,0.19,0.45,0.17,0.19,0,0.24,0.25,4.62,0.07,0.04,8.29,2.79,0.41,0.07,0.04,1.18,0.17,0.16,0.05,1.21,0.32,2.98,0.09,0.14,0.19,0.63,0.28,0.11,0.35,0.06,0.91,0.14,0.83,15.17,0.11,0.15,0.15,0.12,0.41,0.08,0.25,0.1,1.24,22.87,1.11
P083,squid,1.95,0.03,0.06,0.04,2.52,0.06,0.01,0.05,0.12,0.03,0.48,0,0,0.64,23.57,0.28,0.1,0.74,0.17,0.05,0.01,0.05,0.01,0.04,0.62,0.03,0.09,0,0.61,0.02,3.65,0.54,0.08,2.26,2.01,0.1,0,0,0.35,0.03,0.1,0.05,0.16,0,0.29,0.02,0.12,0.4,2.65,0.06,0,0.36,0.03,1.83,0.53,0.13,16.31,0.07,0.2,0.03,0.02,0.17,0.09,0.39,0,0.67,35.72,0.25
P084,squid,2.15,0.02,0.03,0.05,2.47,0.06,0.01,0.04,0.1,0.04,0.53,0,0,0.52,23.08,0.25,0.1,0.7,0.17,0.04,0.02,0.05,0.02,0.05,0.69,0.05,0.12,0,0.52,0.02,3.49,0.54,0.07,2.51,2.11,0.09,0,0,0.45,0.03,0.11,0.07,0.22,0,0.36,0.01,0.14,0.35,2.65,0.05,0,0.39,0.03,1.97,0.56,0.12,16.06,0.06,0.18,0.03,0.02,0.16,0.08,0.38,0,0.53,36.23,0.28
P085,squid,2.68,0.03,0.03,0.03,3.42,0.07,0.01,0.11,0.09,0.04,0.48,0,0,0.69,21.28,0.16,0.1,0.5,0.16,0.03,0.01,0.03,0.03,0.02,0.74,0.03,0.08,0,0.54,0.02,4.66,0.11,0.24,2.36,1.44,0.11,0.02,0,0.31,0.03,0.13,0.08,0.13,0,0.19,0.03,0.15,1.14,3.67,0.05,0.02,0.39,0.02,2.14,0.7,0.1,15.63,0.08,0.16,0.02,0.02,0.12,0.09,0.43,0,0.51,35.91,0.24
P086,squid,1.81,0.02,0.03,0.04,2.35,0.09,0.02,0.05,0.17,0.05,0.55,0,0,0.54,23.05,0.21,0.08,0.61,0.15,0.04,0.12,0.04,0.02,0.03,0.73,0.04,0.08,0,0.48,0.05,3.55,0.67,0.08,2.09,1.84,0.1,0,0.02,0.31,0.04,0.11,0.07,0.12,0,0.17,0,0.16,0.39,2.77,0.06,0,0.39,0.03,2.17,0.6,0.1,16.34,0.07,0.31,0.04,0.06,0.15,0.11,0.38,0,0.53,36.28,0.37
P087,squid,2.11,0.03,0.01,0.03,3.46,0.06,0.02,0.07,0.14,0.04,0.43,0,0,0.98,24.49,0.17,0.1,0.65,0.15,0.03,0,0.03,0,0.03,0.66,0.02,0.06,0.12,0.49,0.04,4.53,0.07,0.26,1.95,1.96,0.11,0,0,0.24,0.02,0.11,0.05,0.11,0.01,0.16,0.03,0.17,1.09,2.85,0.1,0.03,0.29,0.04,1.81,0.39,0.15,16.55,0.07,0.22,0.04,0.02,0.19,0.07,0.36,0,0.61,32.88,0.29
P088,squid,2.75,0.09,0.02,0.03,3.26,0.05,0.02,0.06,0.11,0.04,0.51,0,0,0.98,23.99,0.17,0.1,0.69,0.15,0.04,0.01,0.05,0.03,0.04,0.79,0.03,0.1,0.16,0.45,0.05,4.16,0.09,0.2,2.45,2.04,0.1,0,0,0.35,0.02,0.13,0.07,0.18,0.01,0.26,0.03,0.16,0.78,2.84,0.08,0.02,0.31,0.05,2.29,0.36,0.12,15.68,0.55,0.15,0.02,0,0.16,0.08,0.37,0,0.52,33.28,0.17
P089,squid,1.75,0.05,0.02,0.03,3.06,0.09,0.02,0.06,0.17,0.05,0.43,0,0,0.81,22.99,0.15,0.1,0.56,0.13,0.04,0,0.03,0.04,0.02,0.73,0.02,0.07,0.17,0.39,0.04,4.51,0.11,0.19,2.07,1.9,0.11,0,0.01,0.26,0.02,0.12,0.06,0.12,0,0.15,0.02,0.19,0.91,3.33,0.08,0.02,0.36,0.03,2.39,0.48,0.1,15.63,0.36,0.29,0.05,0.01,0.14,0.09,0.34,0,0.54,34.32,0.51
P090,squid,1.85,0.03,0.02,0.02,3.76,0.08,0.02,0.08,0.15,0.05,0.48,0,0,0.55,22.71,0.18,0.11,0.76,0.16,0.05,0.02,0.05,0.05,0.05,0.77,0.03,0.1,0.17,0.26,0.02,4.57,0.07,0.19,2.6,1.82,0.12,0,0,0.36,0.02,0.14,0.07,0.2,0.02,0.3,0.02,0.2,1.04,3.45,0.08,0.02,0.36,0.04,2.56,0.62,0.1,15.52,0.08,0.28,0.05,0.02,0.13,0.1,0.37,0,0.5,33.06,0.33
P091,squid,1.69,0.02,0.01,0.02,2.37,0.07,0.01,0.04,0.12,0.05,0.54,0,0,0.63,23.89,0.24,0.09,0.57,0.16,0.05,0,0.04,0.04,0.02,0.76,0.02,0.08,0.12,0.37,0.03,3.79,0.44,0.05,1.98,1.81,0.11,0,0.01,0.31,0.03,0.1,0.06,0.12,0.02,0.17,0.01,0.16,0.42,3.09,0.07,0,0.4,0.03,2.3,0.63,0.1,15.35,0.04,0.23,0.03,0.03,0.13,0.12,0.38,0,0.53,36.37,0.29
P092,squid,1.78,0.02,0.01,0.02,2.34,0.09,0.01,0.04,0.14,0.04,0.52,0,0,0.68,24.36,0.23,0.09,0.6,0.15,0.05,0.01,0.05,0.04,0.03,0.72,0.02,0.07,0.16,0.37,0.02,3.87,0.46,0.07,1.94,1.71,0.11,0,0,0.35,0.03,0.1,0.06,0.15,0.01,0.23,0.01,0.18,0.46,2.7,0.05,0.01,0.39,0.02,1.88,0.77,0.1,16.16,0.07,0.27,0.04,0.02,0.14,0.07,0.35,0,0.45,35.64,0.31
P093,squid,2,0.03,0.02,0.01,3.99,0.09,0.01,0.09,0.11,0.04,0.53,0,0,0.67,24.97,0.21,0.1,0.64,0.19,0.03,0,0.03,0.02,0.03,0.72,0.03,0.09,0.13,0.32,0.03,4.5,0.1,0.3,2.16,1.77,0.13,0,0,0.27,0.02,0.12,0.06,0.13,0.01,0.21,0.02,0.18,1.07,2.91,0.08,0.02,0.28,0.03,1.86,0.38,0.12,15.07,0.15,0.24,0.04,0.03,0.15,0.09,0.37,0.01,0.52,33.37,0.19
